State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Maine,ME,23,2021,14.03,781.44,252.48,213.32
Maine,ME,23,2022,17.27,916.36,296.07,250.15
Maryland,MD,24,1975,,100,32.35,27.18
Maryland,MD,24,1976,8.71,108.71,35.17,29.55
Maryland,MD,24,1977,6.38,115.65,37.41,31.43
Maryland,MD,24,1978,13.28,131,42.38,35.61
Maryland,MD,24,1979,13.13,148.2,47.94,40.28
Maryland,MD,24,1980,9.45,162.21,52.48,44.09
Maryland,MD,24,1981,7.97,175.14,56.66,47.61
Maryland,MD,24,1982,-3.2,169.54,54.85,46.08
Maryland,MD,24,1983,6.76,181.01,58.56,49.2
Maryland,MD,24,1984,6.02,191.91,62.09,52.16
Maryland,MD,24,1985,5.18,201.85,65.3,54.86
Maryland,MD,24,1986,6.64,215.25,69.64,58.51
Maryland,MD,24,1987,9.42,235.51,76.19,64.02
Maryland,MD,24,1988,14.73,270.2,87.42,73.45
Maryland,MD,24,1989,10.15,297.62,96.28,80.9
Maryland,MD,24,1990,3.86,309.1,100,84.02
Maryland,MD,24,1991,1.56,313.92,101.56,85.33
Maryland,MD,24,1992,1.23,317.79,102.81,86.38
Maryland,MD,24,1993,0.14,318.25,102.96,86.51
Maryland,MD,24,1994,0,318.26,102.96,86.51
Maryland,MD,24,1995,0.53,319.93,103.51,86.96
Maryland,MD,24,1996,1.49,324.68,105.04,88.25
Maryland,MD,24,1997,0.86,327.48,105.95,89.01
Maryland,MD,24,1998,2.15,334.52,108.22,90.93
Maryland,MD,24,1999,3.04,344.68,111.51,93.69
Maryland,MD,24,2000,6.74,367.9,119.02,100
Maryland,MD,24,2001,7.75,396.4,128.24,107.75
Maryland,MD,24,2002,9.68,434.76,140.65,118.17
Maryland,MD,24,2003,7.68,468.14,151.45,127.25
Maryland,MD,24,2004,16.71,546.35,176.76,148.51
Maryland,MD,24,2005,21.58,664.26,214.9,180.56
Maryland,MD,24,2006,12.34,746.24,241.42,202.84
Maryland,MD,24,2007,1.84,760,245.88,206.58
Maryland,MD,24,2008,-5.96,714.7,231.22,194.27
Maryland,MD,24,2009,-10.91,636.74,206,173.08
Maryland,MD,24,2010,-5.26,603.28,195.17,163.98
Maryland,MD,24,2011,-4.02,579.05,187.33,157.39
Maryland,MD,24,2012,-1.66,569.41,184.22,154.78
Maryland,MD,24,2013,1.6,578.53,187.17,157.25
Maryland,MD,24,2014,3.33,597.77,193.39,162.48
Maryland,MD,24,2015,2.28,611.37,197.79,166.18
Maryland,MD,24,2016,2.61,627.33,202.95,170.52
Maryland,MD,24,2017,2.89,645.47,208.82,175.45
Maryland,MD,24,2018,2.88,664.08,214.84,180.51
Maryland,MD,24,2019,2.84,682.91,220.94,185.63
Maryland,MD,24,2020,2.65,701.04,226.8,190.55
Maryland,MD,24,2021,9.41,767,248.14,208.48
Maryland,MD,24,2022,11.7,856.78,277.19,232.89
Massachusetts,MA,25,1975,,100,24.65,18.07
Massachusetts,MA,25,1976,6.08,106.08,26.15,19.17
Massachusetts,MA,25,1977,3.35,109.63,27.03,19.81
Massachusetts,MA,25,1978,11.21,121.92,30.06,22.03
Massachusetts,MA,25,1979,13.68,138.6,34.17,25.04
Massachusetts,MA,25,1980,12.53,155.97,38.45,28.18
Massachusetts,MA,25,1981,17.12,182.68,45.03,33.01
Massachusetts,MA,25,1982,5.26,192.28,47.4,34.74
Massachusetts,MA,25,1983,6.77,205.3,50.61,37.09
Massachusetts,MA,25,1984,21.73,249.9,61.61,45.15
Massachusetts,MA,25,1985,20.15,300.27,74.02,54.25
Massachusetts,MA,25,1986,17.72,353.48,87.14,63.87
Massachusetts,MA,25,1987,12.07,396.14,97.66,71.58
Massachusetts,MA,25,1988,6.33,421.24,103.84,76.11
Massachusetts,MA,25,1989,0.49,423.31,104.35,76.48
Massachusetts,MA,25,1990,-4.17,405.65,100,73.29
Massachusetts,MA,25,1991,-5.89,381.75,94.11,68.97
Massachusetts,MA,25,1992,-1.6,375.63,92.6,67.87
Massachusetts,MA,25,1993,-0.88,372.34,91.79,67.27
Massachusetts,MA,25,1994,0.52,374.29,92.27,67.63
Massachusetts,MA,25,1995,2.27,382.8,94.37,69.16
Massachusetts,MA,25,1996,3.25,395.26,97.44,71.41
Massachusetts,MA,25,1997,4.44,412.82,101.77,74.59
Massachusetts,MA,25,1998,5.98,437.49,107.85,79.04
Massachusetts,MA,25,1999,8.56,474.92,117.08,85.81
Massachusetts,MA,25,2000,16.54,553.47,136.44,100
Massachusetts,MA,25,2001,11.03,614.54,151.5,111.03
Massachusetts,MA,25,2002,10.57,679.49,167.51,122.77
Massachusetts,MA,25,2003,7.56,730.88,180.18,132.06
Massachusetts,MA,25,2004,10.37,806.69,198.87,145.75
Massachusetts,MA,25,2005,9.78,885.61,218.32,160.01
Massachusetts,MA,25,2006,1,894.49,220.51,161.62
Massachusetts,MA,25,2007,-3.2,865.83,213.45,156.44
Massachusetts,MA,25,2008,-4.81,824.22,203.19,148.92
Massachusetts,MA,25,2009,-5.84,776.13,191.33,140.23
Massachusetts,MA,25,2010,-2.37,757.75,186.8,136.91
Massachusetts,MA,25,2011,-2.32,740.2,182.47,133.74
Massachusetts,MA,25,2012,-1.2,731.3,180.28,132.13
Massachusetts,MA,25,2013,1.86,744.9,183.63,134.59
Massachusetts,MA,25,2014,5.25,784,193.27,141.65
Massachusetts,MA,25,2015,3.59,812.17,200.22,146.74
Massachusetts,MA,25,2016,4.92,852.13,210.07,153.96
Massachusetts,MA,25,2017,5.63,900.14,221.9,162.64
Massachusetts,MA,25,2018,5.38,948.57,233.84,171.39
Massachusetts,MA,25,2019,4.11,987.56,243.45,178.43
Massachusetts,MA,25,2020,3.18,1018.96,251.19,184.1
Massachusetts,MA,25,2021,10.82,1129.2,278.37,204.02
Massachusetts,MA,25,2022,13.03,1276.29,314.63,230.6
Michigan,MI,26,1975,,100,42.32,25.26
Michigan,MI,26,1976,2.89,102.89,43.55,25.99
Michigan,MI,26,1977,9.6,112.77,47.73,28.48
Michigan,MI,26,1978,15.91,130.7,55.32,33.01
Michigan,MI,26,1979,18.74,155.2,65.68,39.2
Michigan,MI,26,1980,6.35,165.06,69.86,41.69
Michigan,MI,26,1981,4.06,171.75,72.69,43.38
Michigan,MI,26,1982,-12.31,150.6,63.74,38.04
Michigan,MI,26,1983,4.85,157.91,66.83,39.88
Michigan,MI,26,1984,0.87,159.28,67.41,40.23
Michigan,MI,26,1985,4.21,165.99,70.25,41.92
Michigan,MI,26,1986,7.51,178.47,75.53,45.07
Michigan,MI,26,1987,8.77,194.11,82.15,49.02
Michigan,MI,26,1988,8.68,210.97,89.29,53.28
Michigan,MI,26,1989,6.84,225.39,95.39,56.92
Michigan,MI,26,1990,4.83,236.28,100,59.67
Michigan,MI,26,1991,3.29,244.05,103.29,61.64
Michigan,MI,26,1992,2.36,249.81,105.73,63.09
Michigan,MI,26,1993,1.88,254.51,107.71,64.28
Michigan,MI,26,1994,4.55,266.09,112.61,67.2
Michigan,MI,26,1995,7.98,287.32,121.6,72.56
Michigan,MI,26,1996,6.57,306.21,129.59,77.33
Michigan,MI,26,1997,7.81,330.13,139.72,83.38
Michigan,MI,26,1998,4.87,346.21,146.52,87.44
Michigan,MI,26,1999,5.9,366.64,155.17,92.6
Michigan,MI,26,2000,7.99,395.95,167.58,100
Michigan,MI,26,2001,5.03,415.88,176.01,105.03
Michigan,MI,26,2002,3.14,428.94,181.54,108.33
Michigan,MI,26,2003,1.98,437.43,185.13,110.48
Michigan,MI,26,2004,3.18,451.33,191.01,113.99
Michigan,MI,26,2005,3.31,466.27,197.34,117.76
Michigan,MI,26,2006,-1.25,460.45,194.87,116.29
Michigan,MI,26,2007,-4.42,440.1,186.26,111.15
Michigan,MI,26,2008,-6.95,409.51,173.31,103.42
Michigan,MI,26,2009,-8.12,376.25,159.24,95.02
Michigan,MI,26,2010,-7.79,346.96,146.84,87.63
Michigan,MI,26,2011,-3.82,333.69,141.23,84.28
Michigan,MI,26,2012,-0.63,331.6,140.34,83.75
Michigan,MI,26,2013,5.55,350.01,148.13,88.4
Michigan,MI,26,2014,7.98,377.94,159.95,95.45
Michigan,MI,26,2015,4.89,396.4,167.77,100.11
Michigan,MI,26,2016,5.29,417.37,176.64,105.41
Michigan,MI,26,2017,6.73,445.44,188.52,112.5
Michigan,MI,26,2018,6.36,473.79,200.52,119.66
Michigan,MI,26,2019,4.89,496.98,210.33,125.51
Michigan,MI,26,2020,3.14,512.58,216.93,129.45
Michigan,MI,26,2021,11.25,570.26,241.35,144.02
Michigan,MI,26,2022,12.95,644.08,272.59,162.67
Minnesota,MN,27,1975,,100,41.99,25.89
Minnesota,MN,27,1976,8.82,108.82,45.7,28.18
Minnesota,MN,27,1977,11.37,121.2,50.9,31.38
Minnesota,MN,27,1978,17.44,142.33,59.77,36.85
Minnesota,MN,27,1979,14.54,163.03,68.46,42.21
Minnesota,MN,27,1980,10.16,179.59,75.42,46.5
Minnesota,MN,27,1981,1.83,182.88,76.8,47.35
Minnesota,MN,27,1982,-12.66,159.72,67.07,41.36
Minnesota,MN,27,1983,21.61,194.23,81.57,50.29
Minnesota,MN,27,1984,2.52,199.13,83.62,51.56
Minnesota,MN,27,1985,2.24,203.58,85.49,52.71
Minnesota,MN,27,1986,3.14,209.97,88.18,54.37
Minnesota,MN,27,1987,4.36,219.13,92.02,56.74
Minnesota,MN,27,1988,3.87,227.61,95.58,58.93
Minnesota,MN,27,1989,3.3,235.12,98.74,60.88
Minnesota,MN,27,1990,1.28,238.13,100,61.66
Minnesota,MN,27,1991,2.48,244.04,102.48,63.19
Minnesota,MN,27,1992,2.1,249.17,104.64,64.52
Minnesota,MN,27,1993,2.88,256.34,107.65,66.37
Minnesota,MN,27,1994,3.39,265.03,111.3,68.62
Minnesota,MN,27,1995,5.98,280.89,117.96,72.73
Minnesota,MN,27,1996,4.14,292.52,122.84,75.74
Minnesota,MN,27,1997,5,307.14,128.98,79.52
Minnesota,MN,27,1998,4.66,321.46,134.99,83.23
Minnesota,MN,27,1999,7.31,344.97,144.87,89.32
Minnesota,MN,27,2000,11.96,386.22,162.19,100
Minnesota,MN,27,2001,9.07,421.23,176.89,109.07
Minnesota,MN,27,2002,7.76,453.9,190.62,117.53
Minnesota,MN,27,2003,4.62,474.87,199.42,122.95
Minnesota,MN,27,2004,8.57,515.57,216.51,133.49
Minnesota,MN,27,2005,8.14,557.56,234.14,144.36
Minnesota,MN,27,2006,2.73,572.77,240.53,148.3
Minnesota,MN,27,2007,-0.77,568.34,238.67,147.16
Minnesota,MN,27,2008,-4.41,543.27,228.15,140.67
Minnesota,MN,27,2009,-6.12,510.04,214.19,132.06
Minnesota,MN,27,2010,-6.04,479.22,201.25,124.08
Minnesota,MN,27,2011,-5.34,453.64,190.51,117.46
Minnesota,MN,27,2012,-1.44,447.09,187.75,115.76
Minnesota,MN,27,2013,3.99,464.93,195.25,120.38
Minnesota,MN,27,2014,5.73,491.55,206.42,127.27
Minnesota,MN,27,2015,3.33,507.9,213.29,131.51
Minnesota,MN,27,2016,4.65,531.52,223.21,137.62
Minnesota,MN,27,2017,5.84,562.56,236.25,145.66
Minnesota,MN,27,2018,5.68,594.5,249.66,153.93
Minnesota,MN,27,2019,4.1,618.86,259.89,160.24
Minnesota,MN,27,2020,2.66,635.31,266.8,164.5
Minnesota,MN,27,2021,9.5,695.66,292.14,180.12
Minnesota,MN,27,2022,12.16,780.23,327.66,202.02
Mississippi,MS,28,1975,,100,57.82,40.83
Mississippi,MS,28,1976,3.76,103.76,59.99,42.36
Mississippi,MS,28,1977,4.32,108.25,62.59,44.2
Mississippi,MS,28,1978,14.09,123.5,71.41,50.42
Mississippi,MS,28,1979,12.41,138.83,80.27,56.68
Mississippi,MS,28,1980,0.7,139.79,80.83,57.08
Mississippi,MS,28,1981,3.39,144.53,83.56,59.01
Mississippi,MS,28,1982,5.97,153.16,88.55,62.53
Mississippi,MS,28,1983,2.85,157.52,91.08,64.31
Mississippi,MS,28,1984,2.07,160.78,92.96,65.65
Mississippi,MS,28,1985,5.78,170.07,98.33,69.44
Mississippi,MS,28,1986,1.22,172.15,99.54,70.29
Mississippi,MS,28,1987,-0.27,171.68,99.26,70.09
Mississippi,MS,28,1988,-0.97,170.01,98.3,69.41
Mississippi,MS,28,1989,0.82,171.41,99.11,69.98
Mississippi,MS,28,1990,0.9,172.95,100,70.61
Mississippi,MS,28,1991,1.34,175.27,101.34,71.56
Mississippi,MS,28,1992,2.78,180.15,104.16,73.55
Mississippi,MS,28,1993,2.29,184.27,106.54,75.23
Mississippi,MS,28,1994,5,193.49,111.87,79
Mississippi,MS,28,1995,4.91,202.99,117.37,82.88
Mississippi,MS,28,1996,3.34,209.78,121.29,85.65
Mississippi,MS,28,1997,3.82,217.79,125.92,88.92
Mississippi,MS,28,1998,4.13,226.78,131.12,92.59
Mississippi,MS,28,1999,4.33,236.6,136.8,96.6
Mississippi,MS,28,2000,3.52,244.93,141.61,100
Mississippi,MS,28,2001,4.24,255.31,147.62,104.24
Mississippi,MS,28,2002,2.01,260.43,150.58,106.33
Mississippi,MS,28,2003,1.92,265.43,153.47,108.37
Mississippi,MS,28,2004,3.54,274.82,158.9,112.21
Mississippi,MS,28,2005,5.43,289.76,167.53,118.3
Mississippi,MS,28,2006,8.71,315,182.13,128.61
Mississippi,MS,28,2007,4.45,329.02,190.24,134.33
Mississippi,MS,28,2008,-0.22,328.29,189.82,134.04
Mississippi,MS,28,2009,-2.81,319.08,184.49,130.28
Mississippi,MS,28,2010,-3.6,307.58,177.84,125.58
Mississippi,MS,28,2011,-2.04,301.29,174.21,123.01
Mississippi,MS,28,2012,-0.7,299.19,172.99,122.16
Mississippi,MS,28,2013,-0.26,298.41,172.54,121.84
Mississippi,MS,28,2014,1.76,303.67,175.58,123.98
Mississippi,MS,28,2015,2.45,311.11,179.88,127.02
Mississippi,MS,28,2016,2.54,319,184.44,130.24
Mississippi,MS,28,2017,2.3,326.32,188.67,133.23
Mississippi,MS,28,2018,2.93,335.87,194.2,137.13
Mississippi,MS,28,2019,3.24,346.77,200.5,141.58
Mississippi,MS,28,2020,2.5,355.45,205.52,145.13
Mississippi,MS,28,2021,8.26,384.81,222.49,157.11
Mississippi,MS,28,2022,14.17,439.34,254.02,179.38
Missouri,MO,29,1975,,100,46.4,32.92
Missouri,MO,29,1976,5.89,105.89,49.13,34.86
Missouri,MO,29,1977,9.38,115.83,53.74,38.13
Missouri,MO,29,1978,15.1,133.32,61.86,43.89
Missouri,MO,29,1979,11.01,148,68.67,48.73
Missouri,MO,29,1980,5.92,156.77,72.74,51.61
Missouri,MO,29,1981,-1.45,154.49,71.68,50.86
Missouri,MO,29,1982,0.25,154.88,71.86,50.99
Missouri,MO,29,1983,5.62,163.58,75.9,53.86
Missouri,MO,29,1984,6.39,174.04,80.75,57.3
Missouri,MO,29,1985,5.81,184.14,85.44,60.63
Missouri,MO,29,1986,4.79,192.96,89.53,63.53
